id,latitude,longitude,room_type,first_year,last_year
5977917,52.53531,13.35244,Entire home/apt,2015.0,2025.0
5985026,52.48558,13.42072,Private room,2015.0,2016.0
5990028,52.54493,13.42621,Entire home/apt,2015.0,2015.0
5996812,52.49003,13.44148,Entire home/apt,2015.0,2015.0
6007875,52.50007,13.41538,Private room,2015.0,2015.0
6010441,52.498642,13.205566,Entire home/apt,2016.0,2025.0
6011824,52.50719,13.31322,Private room,2015.0,2025.0
6012552,52.53148,13.46963,Private room,2025.0,2025.0
6023183,52.51719,13.30849,Entire home/apt,2017.0,2022.0
6035096,52.49627,13.4858,Entire home/apt,2015.0,2015.0
6035999,52.50752,13.3152,Private room,2015.0,2025.0
6049780,52.49875,13.30299,Entire home/apt,2016.0,2025.0
6069995,52.47406,13.31603,Entire home/apt,2019.0,2024.0
6072438,52.53568,13.39545,Entire home/apt,2017.0,2025.0
6097880,52.5174,13.42648,Shared room,2015.0,2025.0
6098049,52.51756,13.42422,Private room,2015.0,2025.0
6098179,52.51584,13.42619,Shared room,2015.0,2025.0
6098609,52.51771,13.42569,Shared room,2015.0,2025.0
6101399,52.51853,13.28745,Entire home/apt,2015.0,2023.0
6103025,52.51567,13.42618,Shared room,2015.0,2024.0
6107182,52.48635,13.43417,Entire home/apt,2015.0,2023.0
6110762,52.51744,13.42645,Shared room,2015.0,2025.0
6111076,52.51582,13.42462,Shared room,2015.0,2025.0
6113576,52.52669,13.39334,Private room,2015.0,2025.0
6123610,52.54866,13.40328,Private room,2022.0,2025.0
6161287,52.47215,13.4309,Entire home/apt,2015.0,2015.0
6164586,52.52506,13.34046,Private room,2015.0,2015.0
6183349,52.55588,13.41837,Entire home/apt,2015.0,2020.0
6220581,52.49711,13.42295,Entire home/apt,2015.0,2017.0
6220902,52.49482,13.41392,Private room,2015.0,2025.0
6229070,52.53822,13.40531,Entire home/apt,2015.0,2025.0
6231989,52.52301,13.40595,Entire home/apt,2015.0,2025.0
6232450,52.54661,13.41481,Entire home/apt,2015.0,2025.0
6232949,52.52244,13.40427,Entire home/apt,2015.0,2025.0
6243314,52.50478,13.34095,Entire home/apt,2015.0,2015.0
6248829,52.46312,13.51503,Private room,2015.0,2025.0
6253378,52.60701,13.46567,Entire home/apt,2015.0,2025.0
6264264,52.48366,13.43062,Private room,2015.0,2018.0
6264703,52.478,13.4487,Entire home/apt,2015.0,2025.0
6289384,52.55301,13.41665,Private room,2015.0,2016.0
6290291,52.53398,13.42222,Entire home/apt,2015.0,2025.0
6295492,52.54516,13.42491,Entire home/apt,2015.0,2025.0
6321295,52.4958,13.38329,Private room,2015.0,2023.0
6331717,52.52383,13.44895,Entire home/apt,2015.0,2015.0
6332949,52.4845,13.433,Private room,2015.0,2016.0
6347186,52.4747,13.45153,Private room,2015.0,2017.0
6351275,52.54394,13.42407,Private room,2015.0,2016.0
6355837,52.54833,13.4113,Entire home/apt,2015.0,2016.0
6359334,52.6065,13.42121,Entire home/apt,2015.0,2018.0
6367904,52.46667,13.42998,Entire home/apt,2015.0,2015.0
6368431,52.52506,13.33129,Private room,2015.0,2015.0
6371206,52.47113,13.44446,Private room,2015.0,2016.0
6375658,52.47767,13.32533,Private room,2015.0,2015.0
6381226,52.54062,13.41701,Entire home/apt,2015.0,2019.0
6390509,52.52257,13.41321,Entire home/apt,2016.0,2016.0
6393081,52.4848,13.36123,Entire home/apt,2023.0,2025.0
6393734,52.49031,13.43134,Private room,2015.0,2019.0
6396058,52.49642,13.41612,Private room,2015.0,2019.0
6397457,52.50297,13.4359,Entire home/apt,2015.0,2016.0
6409402,52.52966,13.44945,Entire home/apt,2015.0,2015.0
6418929,52.54935,13.40161,Entire home/apt,2015.0,2025.0
6429126,52.49978,13.46341,Private room,2015.0,2019.0
6430299,52.54858,13.41962,Entire home/apt,2015.0,2018.0
6434094,52.48257,13.42236,Entire home/apt,2015.0,2015.0
6435183,52.52587,13.45213,Entire home/apt,2015.0,2025.0
6454642,52.44695,13.31035,Entire home/apt,2016.0,2025.0
6501830,52.50534,13.37588,Private room,2018.0,2025.0
6509664,52.5608,13.41461,Private room,2015.0,2022.0
6521101,52.52882,13.39722,Entire home/apt,2022.0,2022.0
6524799,52.52774,13.40677,Entire home/apt,2015.0,2025.0
6539919,52.54966,13.35666,Entire home/apt,2015.0,2015.0
6550264,52.52564,13.4173,Private room,2015.0,2025.0
6561278,52.49686,13.3471,Entire home/apt,2015.0,2020.0
6566904,52.49198,13.38946,Entire home/apt,2015.0,2025.0
6568956,52.47469,13.42564,Entire home/apt,2015.0,2025.0
6569098,52.49309,13.42794,Private room,2016.0,2025.0
6592920,52.50528,13.46447,Entire home/apt,2016.0,2016.0
6592954,52.48632,13.42795,Private room,2015.0,2017.0
6599218,52.49785,13.36048,Private room,2015.0,2025.0
6618275,52.50987,13.39711,Entire home/apt,2015.0,2019.0
6626147,52.47924,13.31092,Entire home/apt,2015.0,2020.0
6626912,52.56057,13.38783,Entire home/apt,2015.0,2015.0
6632700,52.51543,13.30492,Private room,2015.0,2015.0
6633659,52.50593,13.49314,Private room,2015.0,2015.0
6641140,52.49689,13.33965,Entire home/apt,2015.0,2015.0
6642770,52.53312,13.43967,Entire home/apt,2016.0,2024.0
6650047,52.50803,13.28656,Private room,2017.0,2017.0
6658190,52.47635,13.44825,Entire home/apt,2015.0,2025.0
6659150,52.55222,13.3751,Private room,2015.0,2015.0
6663931,52.51602,13.42417,Shared room,2015.0,2025.0
6664659,52.51566,13.42594,Shared room,2015.0,2025.0
6665871,52.53742,13.39359,Entire home/apt,2018.0,2018.0
