name,latitude,longitude,room_type,price
Have a nice stay!,39.1019,-9.28356,Entire home/apt,60.0
Lovely & Cozy with Amazing View & Central Location,38.7162,-9.13928,Entire home/apt,106.0
Apartment in historical Alfama,38.71315,-9.12436,Entire home/apt,93.0
Charming Apartment 2bed with patio in Alfama,38.71255,-9.12677,Entire home/apt,146.0
Cascais Guincho - 4+1 Guests - 80m2 w/ balcony,38.70650100708008,-9.445342063903809,Entire home/apt,85.0
Casa de Malvar apto local agradavel,38.75956,-9.19062,Entire home/apt,
Gulbenkian Apartment,38.73708,-9.14621,Entire home/apt,73.0
Yellow House-Relax for big families,38.80871,-9.45194,Entire home/apt,300.0
BAIRRO ALTO Std (Free Pocket Wi-Fi),38.71265820933468,-9.146186265840324,Entire home/apt,89.0
ChezChaouen~Lovely well located Ap. Bairro Alto,38.71322,-9.1471,Entire home/apt,89.0
Apartment with private garden and wifi in Lisbon.,38.72344,-9.14339,Entire home/apt,100.0
Very Central in Alfama - Lisbon from the Past,38.71212,-9.12934,Entire home/apt,84.0
GreatStay Fanqueiros 2 Room 110,38.71038,-9.13534,Private room,117.0
Apartamento aconchegante no bairro alto,38.7127571105957,-9.14491367340088,Entire home/apt,182.0
Old Cascais Central Charming Attic,38.69962,-9.42424,Entire home/apt,102.0
Apartament Miradouro Portas do Sol,38.71369,-9.1311,Entire home/apt,
T1 in the center of Lisbon Homely,38.73866,-9.13047,Private room,
Casa Nino III - Miradouro do Adamastor,38.70952,-9.15025,Entire home/apt,57.0
Wonderful apartment 20 min. from Lisbon,38.76198,-9.23031,Entire home/apt,60.0
Principe Real Garden Apartment,38.71456,-9.14727,Entire home/apt,92.0
Principe Real duplex Apartment,38.71509,-9.14644,Entire home/apt,300.0
Cozy Apartment with Private Terrace - Bairro Alto,38.71104,-9.14523,Entire home/apt,124.0
Casa Nino II  - Miradouro do Adamastor,38.70953,-9.15028,Entire home/apt,57.0
House of Maps : Downtown Lisbon,38.71386,-9.13664,Entire home/apt,130.0
Cascais: modern apartment,38.70047,-9.43292,Entire home/apt,90.0
Large  studio in best neighbourhood,38.71294,-9.14233,Entire home/apt,118.0
Charming  flat with killer views,38.71101,-9.15092,Entire home/apt,171.0
Spacious Flat with a view over Tagus  river,38.7271,-9.11631,Entire home/apt,272.0
Lapa Studio with Private Patio,38.70926,-9.16124,Entire home/apt,127.0
IN CASCAIS near the centre holidays,38.70796,-9.42341,Private room,
Casa do Jasmim - Vila de Sintra,38.80051,-9.39353,Entire home/apt,91.0
Charming apartment in Bairro Alto,38.71246,-9.14655,Entire home/apt,
WONDERFULL APT PACO DE ARCOS BEACH,38.69555,-9.29309,Entire home/apt,153.0
Bela Vista à Graça + Parking,38.71927,-9.13033,Entire home/apt,319.0
Belém Large Two Bedroom Apartment with Living Room,38.70254,-9.1999,Entire home/apt,80.0
Comfort and modernity in old town,38.72606,-9.1309,Private room,250.0
CARCAVELOS BEACH,38.68133,-9.33027,Entire home/apt,166.0
Madressilva House: garden and Tagus,38.71507,-9.13115,Entire home/apt,96.0
Bohemian two bedroom apartment with garden patio,38.70464,-9.19741,Entire home/apt,65.0
Charming Apt  @ Bairro Alto/Chiado,38.71188,-9.14874,Entire home/apt,114.0
"2 bedroom fully renovated, sleeps 6",38.99253,-9.39914,Entire home/apt,101.0
"Center!Comfy room, house with view!",38.72148,-9.14355,Private room,39.0
Sweet Alfama,38.713829040527344,-9.129521369934082,Entire home/apt,91.0
T2- Grace Lisbon Historic area,38.72109,-9.1344,Entire home/apt,83.0
"Great View Alfama Private Roof Garden, Loft Studio",38.71241,-9.12574,Entire home/apt,100.0
LV Premier P.Real PI1- Central/River Views/Terrace,38.71614,-9.15307,Entire home/apt,328.0
Flat in Estoril  with outside space,38.70813,-9.38133,Entire home/apt,
Duplex Penthouse in Central Lisbon,38.72409,-9.13139,Entire home/apt,351.0
Lisbon Center Apartment with Terrace,38.71183,-9.15138,Entire home/apt,109.0
Charm&Cosy-Lisbon Apartment WIFI& Ar Condicionado,38.71206,-9.15124,Entire home/apt,104.0
Cozy apartment in Lisbon's center!,38.71095,-9.14837,Entire home/apt,140.0
"Prime location, private room, kitchenette and wc",38.70907,-9.13507,Private room,99.0
Flat in the heart of Lisbon - Baixa,38.71326,-9.13509,Entire home/apt,147.0
3- Cozy  Double Bed -  Metro:Arroios & Alameda.,38.73319,-9.13452,Private room,27.0
FONTE DO CABO APARTMENT,38.96218,-9.4144,Entire home/apt,
Vintage Bairro Alto Lisbon Apartment,38.71250366623338,-9.14491407350066,Entire home/apt,362.0
Charming apartment Principe Real - 1 bedroom,38.7178,-9.15326,Entire home/apt,86.0
House Santo Antoninho,38.70782,-9.14607,Entire home/apt,72.0
ANGOLA,38.72621,-9.13421,Entire home/apt,336.0
TILES APARTMENT - BY MAYORAL,38.71089,-9.13044,Entire home/apt,122.0
Cozy Apartment in Lisbon's Green Street,38.70933,-9.15136,Entire home/apt,120.0
Top Location Beautiful Apartment!,38.72792434692383,-9.147682189941406,Entire home/apt,98.0
Campo Pequeno - friends & children!,38.74346,-9.14105,Entire home/apt,115.0
Cozy & Central Apt Olhar da Moura,38.71329,-9.13509,Entire home/apt,50.0
OCEAN VIEWS -  ESTORIL BEACH HOUSE,38.70361,-9.39368,Entire home/apt,132.0
Room in Lisbon Center,38.71063953556588,-9.148086054347328,Private room,29.0
Bright and spacious apartment in th,38.71267,-9.13556,Entire home/apt,120.0
Apartment T1 Bairro Alto - Baixa - Chiado,38.71048,-9.14336,Entire home/apt,190.0
Apartment in Carcavelos Near Beach,38.68475,-9.34379,Entire home/apt,220.0
Inglesinhos loft - modest apartament,38.71285,-9.14526,Entire home/apt,191.0
Central Colorful & Sunny Apartment in Baixa 107,38.71326,-9.13773,Entire home/apt,342.0
Riba Coxos Lovely Surf Beach House,39.01075,-9.41653,Entire home/apt,200.0
Beautiful Stone House Suite,38.89021,-9.31018,Entire home/apt,54.0
1- Cozy  Double Bed -  Metro:Arroios & Alameda.,38.73204,-9.13374,Private room,23.0
Quarto Individual para Senhora,38.70748,-9.39285,Private room,40.0
"Lapa Terrace, Luxury Apartment",38.70945,-9.15873,Entire home/apt,341.0
Lisbon at your feet - River View!,38.70969,-9.14167,Entire home/apt,105.0
Your private garden in Lisboa! (Castelo/Alfama),38.71227,-9.13208,Entire home/apt,83.0
Santa Catarina * stylish with yard *,38.71063,-9.15173,Entire home/apt,
T3 & single room for renting Lisbon,38.74996,-9.13358,Entire home/apt,213.0
Baixa Sunny apartment with a View!,38.71274,-9.13625,Entire home/apt,136.0
Apartment Central Lisbon - Av. Roma,38.74552,-9.14223,Entire home/apt,140.0
Pleasant and much SYMPATHY,38.76793,-9.12509,Private room,17.0
Stylish duplex located in the festive district,38.71192,-9.14714,Entire home/apt,78.0
Chiado Loft 8 Terrace Lisbon Loft,38.71146,-9.1469,Entire home/apt,173.0
2 bedroom apartment in Lisbon with garden view,38.71448,-9.12453,Entire home/apt,186.0
T2 Duplex central for up to 4p,38.72128,-9.14353,Entire home/apt,94.0
Condessa Doll's House by Lisbon Heart,38.71274,-9.14142,Entire home/apt,187.0
Loft in Heritage Building with City View Terrace,38.71027,-9.14686,Entire home/apt,179.0
Charming Apartment in Alfama Area,38.71022,-9.13193,Entire home/apt,144.0
Stunning Apartment in Alfama Area,38.70981,-9.13384,Entire home/apt,299.0
PRINCIPE REAL - HEART OF LISBON,38.71699,-9.14733,Entire home/apt,170.0
Chiado Loft 3 Fantastic New Place,38.71121,-9.14693,Entire home/apt,151.0
Chiado Loft 2 Fantastic Last Floor,38.70898,-9.14708,Entire home/apt,130.0
"Chiado ""Loft"" 4 Fantastic Place",38.70914,-9.1458,Entire home/apt,164.0
